indirected
288,568
96,335
225,339
309,565
265,467
139,625
127,621
148,381
195,625
76,642
79,353
330,472
295,519
115,626
301,585
75,370
259,631
223,607
229,406
114,466
89,335
273,633
223,416
54,632
220,575
128,585
292,644
325,425
100,446
254,584
170,377
324,475
299,337
303,607
9,404
166,351
133,594
19,372
290,383
143,502
160,403
273,572
87,334
259,651
199,419
95,649
305,353
198,445
323,604
51,334
135,553
25,333
197,518
116,595
6,630
122,507
181,603
8,447
83,581
60,443
79,385
142,361
283,364
268,420
155,555
40,467
227,403
308,536
229,466
64,521
270,640
227,446
156,382
197,662
270,359
112,518
264,559
235,596
58,382
175,535
222,459
257,428
82,439
165,436
314,472
40,562
60,512
32,605
187,520
159,518
318,623
176,334
33,561
105,561
251,624
258,482
189,337
69,663
96,580
45,357
31,628
268,413
54,617
73,635
57,465
49,365
225,481
125,599
225,656
280,520
11,338
321,658
281,458
151,510
244,484
233,620
90,349
193,550
145,590
332,528
156,369
4,396
39,394
247,663
122,659
59,612
184,425
120,651
116,482
323,432
234,353
328,489
85,538
6,559
171,367
277,364
288,556
140,363
270,506
58,435
197,643
192,490
93,578
16,509
33,478
283,638
250,372
18,641
16,476
204,542
181,465
170,428
153,604
102,592
295,560
14,590
172,628
134,570
279,609
293,425
183,544
25,341
260,475
235,424
188,610
24,541
171,413
90,638
275,355
90,645
6,357
88,444
163,645
315,432
32,507
118,588
108,435
235,407
237,427
87,390
137,469
223,611
28,393
202,414
48,496
330,573
90,399
222,432
88,420
267,429
212,356
185,636
120,364
306,578
82,614
48,333
231,360
65,431
194,343
138,468
88,560
219,462
287,371
126,482
204,541
31,463
172,488
224,337
86,466
94,578
3,639
273,652
109,530
311,620
262,415
79,384
290,566
147,455
178,448
131,608
287,605
88,414
45,637
230,512
98,639
265,545
202,357
242,336
172,611
106,475
275,428
212,461
264,490
151,521
123,588
281,624
227,613
142,347
85,374
6,406
265,537
113,563
320,626
213,463
81,358
22,514
127,575
307,397
46,356
317,594
21,598
53,638
300,593
308,609
157,436
42,577
161,579
279,440
188,553
228,492
244,440
315,333
224,630
148,497
298,635
189,427
124,391
86,565
40,501
258,629
287,394
314,486
181,610
160,483
204,494
41,400
221,354
2,373
243,559
139,333
140,612
228,471
308,419
39,579
250,644
80,469
28,605
291,428
192,496
329,469
274,635
190,536
36,543
133,563
122,389
115,367
196,565
120,421
258,378
46,348
348,799
598,695
414,797
468,733
663,777
382,900
507,853
435,959
431,671
386,746
658,860
445,982
335,849
546,666
538,866
489,965
543,883
531,856
571,813
620,884
562,938
651,938
556,702
392,910
573,962
565,944
508,818
469,713
607,986
478,767
649,862
526,899
502,708
601,714
356,800
665,780
593,915
604,794
554,994
484,713
464,704
499,841
503,902
608,808
422,866
522,856
523,956
572,807
361,797
565,991
560,746
590,802
631,973
585,681
384,960
662,898
486,937
446,677
567,674
558,730
479,869
435,987
410,770
382,739
363,900
555,802
387,803
371,711
362,715
343,961
511,840
414,858
418,978
438,974
432,695
439,753
455,851
497,874
639,925
495,878
611,762
644,789
505,945
549,754
391,959
420,923
605,969
558,867
501,704
468,982
600,959
643,959
657,869
360,830
381,912
404,915
365,719
492,826
539,993
564,673
657,785
469,828
567,758
370,972
525,860
397,906
409,898
433,693
393,798
558,728
352,701
564,867
636,994
348,966
481,738
400,723
648,811
383,993
380,848
466,767
509,669
386,890
551,792
477,727
519,796
546,702
445,966
353,941
622,820
552,797
372,937
557,796
623,693
436,854
620,863
583,667
470,927
428,738
374,878
647,874
621,928
651,679
440,847
486,863
554,769
367,725
596,774
660,709
548,839
387,780
647,776
506,991
353,815
471,979
631,991
514,939
508,845
376,796
658,895
597,976
386,938
577,768
511,790
562,824
586,701
626,958
548,972
411,708
399,733
653,755
562,989
451,821
473,855
377,887
482,687
551,910
399,717
542,948
425,686
615,679
580,905
384,853
600,973
618,675
379,677
507,847
545,876
383,879
472,917
665,816
497,939
342,867
469,726
628,742
641,904
544,919
622,804
557,702
552,740
449,951
515,692
417,922
375,706
480,842
389,732
520,799
605,978
541,998
641,736
538,699
381,781
608,895
421,892
568,680
603,895
608,903
384,783
454,797
429,867
333,730
654,848
596,932
528,765
379,980
638,695
547,971
612,977
473,865
475,971
649,674
368,905
340,667
470,821
479,688
447,993
537,969
655,970
419,788
661,672
386,795
334,876
531,766
341,754
562,874
422,960
616,675
662,931
625,694
542,736
614,881
606,671
594,991
534,901
608,811
357,806
463,767
636,833
654,802
526,790
594,959
541,973
496,953
436,887
629,672
549,677
642,832
527,983
471,995
604,785
347,794
509,799
483,932
494,946
665,993
399,781
444,850
340,769
340,692
560,701
504,968
662,946
513,675
450,931
531,729
486,935
527,846
524,747
447,736
607,878
580,697
495,835
348,846
629,666
659,667
560,876
434,795
346,969
555,782
619,715
434,744
708,321
742,11
772,34
691,101
703,193
767,274
699,16
669,101
888,117
879,67
825,70
878,144
929,280
915,231
766,222
673,267
709,26
877,270
735,320
771,230
910,198
813,199
726,308
949,163
924,326
864,135
790,216
741,256
972,89
890,269
890,237
723,258
814,64
901,243
668,12
862,25
793,18
799,172
971,72
957,178
867,47
957,118
899,317
852,15
797,152
949,191
882,181
741,268
816,65
727,79
696,116
738,46
760,103
775,106
767,193
943,211
997,205
785,218
668,87
940,77
950,304
694,88
689,188
715,303
683,11
787,147
921,132
792,293
926,39
747,229
702,269
953,331
918,203
862,185
779,121
689,30
993,155
839,161
865,86
711,167
861,328
678,132
800,237
818,60
897,36
950,55
856,63
730,85
669,98
916,126
878,105
723,332
911,33
941,169
837,225
785,188
755,77
683,299
855,172
846,9
979,23
919,182
733,288
905,238
993,279
674,288
902,243
808,137
915,74
926,212
840,192
830,226
750,234
963,293
793,277
996,280
771,236
885,104
778,14
752,185
702,268
836,231
783,270
699,122
858,72
803,10
916,118
674,292
786,136
982,87
871,184
752,223
871,8
964,104
743,83
716,166
999,10
960,154
959,146
901,253
716,159
828,208
933,211
742,96
782,103
996,176
672,139
864,184
811,283
731,240
902,2
740,115
931,109
903,325
971,137
762,123
825,259
692,167
751,47
901,237
969,161
853,185
998,324
829,25
868,265
797,160
735,263
674,299
771,256
914,170
722,63
748,59
701,228
666,99
727,209
974,207
726,96
696,70
815,283
732,262
926,186
761,60
782,39
919,309
922,315
931,144
853,223
986,198
863,105
675,194
714,92
996,235
670,121
927,298
706,135
667,267
740,127
913,189
710,256
681,29
852,145
978,281
821,332
760,189
764,117
944,38
936,172
825,24
834,289
735,132
906,210
905,175
669,67
674,257
812,237
933,46
685,14
871,300
865,136
896,168
738,102
755,196
782,216
861,325
684,310
892,294
990,214
906,321
917,242
897,129
768,198
753,66
885,163
986,255
928,305
709,321
737,186
673,194
777,45
833,169
914,77
929,306
972,132
787,42
805,191
