indirected
1,2
2,1
1,3
3,1
1,5
5,1
2,4
4,2
2,6
6,2
3,7
7,3
3,8
8,3
4,9
9,4
4,10
10,4
5,11
11,5
5,12
12,5
6,13
13,6
6,14
14,6
7,15
15,7
7,16
16,7
8,17
17,8
8,18
18,8
9,19
19,9
9,20
20,9
10,21
21,10
10,22
22,10
11,23
23,11
11,24
24,11
12,25
25,12
12,26
26,12
13,27
27,13
13,28
28,13
14,29
29,14
14,30
30,14
15,1
1,15
15,9
9,15
16,7
7,16
16,10
10,16
17,8
8,17
17,11
11,17
18,8
8,18
18,12
12,18
19,9
9,19
19,13
13,19
20,9
9,20
20,14
14,20
21,10
10,21
21,15
15,21
22,10
10,22
22,16
16,22
23,11
11,23
23,17
17,23
24,11
11,24
24,18
18,24
25,12
12,25
25,19
19,25
26,12
12,26
26,20
20,26
27,13
13,27
27,23
23,27
28,13
13,28
28,24
24,28
29,14
14,29
29,25
25,29
30,14
14,30
30,26
26,30
