0,1
0,3
0,13
0,16
0,71
0,80
0,163
0,5
0,322
1,0
1,2
1,5
1,6
1,26
1,43
1,257
1,308
1,221
1,329
1,222
2,1
2,4
2,7
2,42
2,45
2,70
2,142
2,236
2,31
2,94
2,263
3,0
3,32
3,67
3,90
3,361
3,344
4,2
4,12
4,34
4,51
4,126
4,234
4,87
4,164
4,65
4,155
5,1
5,8
5,14
5,23
5,50
5,98
5,211
5,0
5,178
6,1
6,17
6,30
6,78
6,96
6,133
6,205
6,132
6,202
7,2
7,9
7,11
7,39
7,58
7,117
7,152
7,44
7,288
7,356
8,5
8,20
8,115
8,306
8,99
8,135
8,140
9,7
9,10
9,31
9,74
9,276
9,87
9,191
10,9
10,15
10,21
10,47
10,60
10,83
10,124
10,171
10,300
11,7
11,48
11,52
11,85
11,165
11,40
11,166
11,244
11,327
12,4
12,207
13,0
13,19
13,27
13,29
13,202
13,183
14,5
14,59
14,39
15,10
15,18
15,55
15,52
15,84
15,20
15,209
16,0
16,64
16,100
16,371
16,330
16,79
16,188
16,207
17,6
17,22
17,38
17,41
17,109
17,247
17,123
17,217
18,15
18,24
18,110
18,143
18,246
18,166
18,299
19,13
19,44
19,62
19,360
19,72
19,209
19,93
20,8
20,25
20,108
20,15
20,267
21,10
21,173
21,313
21,106
21,45
21,126
21,251
21,149
21,98
21,122
22,17
22,28
22,73
22,84
22,135
22,242
22,206
22,328
22,49
22,133
22,86
22,371
23,5
23,35
23,66
23,81
23,82
23,86
23,220
23,317
23,73
23,287
23,136
23,202
23,349
23,308
23,211
24,18
24,37
24,234
24,124
24,213
25,20
25,121
25,339
25,46
26,1
26,299
26,309
26,78
27,13
27,49
27,59
27,259
27,87
27,261
27,156
27,107
28,22
28,36
28,72
28,118
28,151
28,213
28,309
28,246
28,99
29,13
29,201
29,229
29,222
29,312
30,6
30,148
30,250
30,57
30,62
30,134
30,212
30,356
30,141
30,98
31,9
31,106
31,134
31,182
31,304
31,362
31,69
31,2
31,232
31,257
31,118
32,3
32,33
32,103
32,331
32,139
33,32
33,40
33,154
33,219
33,357
33,98
33,73
33,264
34,4
34,53
34,220
34,270
34,76
34,197
35,23
35,57
35,256
35,352
35,310
35,96
35,265
35,261
36,28
36,56
36,320
36,266
36,340
36,177
36,156
37,24
37,94
37,104
37,129
37,145
37,156
37,161
37,336
37,60
37,110
37,92
38,17
38,116
38,52
38,266
38,198
39,7
39,63
39,295
39,157
39,60
39,315
39,228
39,51
39,293
39,14
40,33
40,11
41,17
41,127
41,264
41,289
41,292
41,142
41,55
41,302
41,213
42,2
42,46
42,62
42,204
42,305
42,173
42,235
43,1
43,146
43,68
43,288
43,154
44,19
44,7
44,353
44,359
44,369
44,180
44,252
45,2
45,68
45,79
45,102
45,119
45,180
45,21
45,359
45,77
46,42
46,61
46,143
46,226
46,137
46,286
46,25
47,10
47,126
47,208
47,67
47,220
47,369
47,109
47,174
47,119
48,11
48,98
48,126
48,216
48,368
48,185
48,339
49,27
49,75
49,137
49,282
49,323
49,272
49,22
49,59
49,122
50,5
50,54
50,354
51,4
51,93
51,112
51,84
51,330
51,166
51,39
51,306
52,11
52,160
52,15
52,38
52,345
52,88
53,34
53,290
53,83
53,318
54,50
54,97
54,162
54,225
54,177
54,363
54,359
54,276
54,181
55,15
55,65
55,61
55,41
55,69
56,36
56,130
56,277
56,297
56,102
56,284
57,35
57,208
57,30
57,80
57,371
57,86
57,117
58,7
58,212
58,341
58,188
58,117
58,308
58,239
58,213
59,27
59,139
59,328
59,202
59,230
59,14
59,49
60,10
60,105
60,298
60,303
60,37
60,101
60,100
60,39
60,368
61,46
61,69
61,136
61,55
61,83
61,288
62,42
62,315
62,19
62,30
62,152
62,289
62,265
63,39
63,89
63,150
63,180
64,16
64,76
64,95
64,194
64,218
64,370
64,139
64,369
65,55
65,77
65,91
65,92
65,140
65,227
65,199
65,4
66,23
66,88
66,252
66,211
66,289
66,298
66,236
67,3
67,87
67,165
67,47
67,304
68,45
68,209
68,43
68,271
68,234
69,61
69,164
69,31
69,269
69,193
69,55
70,2
70,207
70,179
71,0
71,228
71,348
71,203
71,316
71,335
71,180
71,197
72,28
72,200
72,86
72,19
72,371
72,122
73,22
73,157
73,23
73,101
73,169
73,33
73,330
73,234
73,284
74,9
74,166
74,124
75,49
75,233
75,330
75,176
75,294
75,210
75,211
76,64
76,202
76,239
76,253
76,34
76,249
76,130
76,209
76,243
77,65
77,189
77,192
77,176
77,45
77,312
77,148
77,251
77,174
78,6
78,26
78,197
79,45
79,111
79,271
79,294
79,319
79,16
80,0
80,120
80,57
81,23
81,125
81,137
81,164
82,23
82,158
82,280
82,189
82,351
82,342
83,10
83,101
83,302
83,230
83,94
83,215
83,61
83,354
83,334
83,208
83,53
83,259
84,22
84,185
84,236
84,51
84,15
84,319
84,270
84,307
85,11
85,307
85,271
85,367
85,203
85,180
85,288
85,269
86,23
86,251
86,72
86,363
86,57
86,163
86,202
86,306
86,196
86,263
86,22
86,355
87,67
87,90
87,27
87,334
87,9
87,4
87,248
87,234
88,66
88,264
88,171
88,365
88,52
89,63
89,122
89,147
89,172
89,274
89,207
89,223
89,127
90,87
90,99
90,262
90,193
90,3
91,65
91,170
91,188
91,337
91,168
91,102
92,65
92,107
92,123
92,159
92,190
92,245
92,301
92,124
92,312
92,129
92,37
93,51
93,270
93,19
94,37
94,114
94,153
94,183
94,2
94,83
94,210
94,243
95,64
95,293
95,355
95,233
95,167
96,6
96,196
96,367
96,97
96,176
96,371
